Model,Label,Learning Rate,N Critic,Clip Value,Gradient Penalty,Kullback-Leibler Divergence,Inception Score
WCGAN-GP,UJI,0.001,4.0,,5.0,0.0008008464903189669,884.3961044083935
WCGAN-GP,GEOTECWIFI03,0.001,4.0,,10.0,0.001771077185577996,476.40859782555526
WCGAN-GP,480Invitados,0.001,4.0,,10.0,0.010309153683636444,322.58847063506255
WCGAN-GP,eduroam,0.001,4.0,,10.0,0.0005470462438343462,520.0682462552817
WCGAN-GP,wpen-uji,0.001,4.0,,10.0,0.029418572227629412,416.56858868987194
WCGAN-GP,lt1iot,0.001,4.0,,10.0,0.022377698803951965,411.34064378427854
WCGAN-GP,cuatroochenta,0.001,4.0,,10.0,0.011069793004540321,359.6752111279193
WCGAN-GP,UJI,0.001,4.0,,10.0,0.0003075653597475979,348.7753314832144
WCGAN-GP,GEOTECWIFI03,0.001,4.0,,15.0,0.0034795668396360767,502.04682041230683
WCGAN-GP,480Invitados,0.001,4.0,,15.0,0.013293495927667839,408.74361883775157
WCGAN-GP,eduroam,0.001,4.0,,15.0,0.0005354707119183162,388.16295038772614
WCGAN-GP,wpen-uji,0.001,4.0,,15.0,0.08029792056352769,447.68682254005546
WCGAN-GP,lt1iot,0.001,4.0,,15.0,0.07641742954315886,458.5001927487055
WCGAN-GP,cuatroochenta,0.001,4.0,,15.0,0.009716621343249843,422.32080087283765
WCGAN-GP,UJI,0.001,4.0,,15.0,0.0005702617142174099,401.4600823335387
WCGAN-GP,GEOTECWIFI03,0.001,5.0,,5.0,0.001217710804481219,756.7972054040072
WCGAN-GP,480Invitados,0.001,5.0,,5.0,0.020509952319881036,403.2161310915741
WCGAN-GP,eduroam,0.001,5.0,,5.0,0.0005772924472188263,617.960161710114
WCGAN-GP,wpen-uji,0.001,5.0,,5.0,0.07860012820463123,465.22210332634063
WCGAN-GP,lt1iot,0.001,5.0,,5.0,0.07954666473682306,484.91592283781085
WCGAN-GP,cuatroochenta,0.001,5.0,,5.0,0.013833335996735068,483.1215125445798
WCGAN-GP,UJI,0.001,5.0,,5.0,0.0008231870930812991,646.5564817855088
WCGAN-GP,GEOTECWIFI03,0.001,5.0,,10.0,0.0014360356717875652,801.689176096394
WCGAN-GP,480Invitados,0.001,5.0,,10.0,0.01310982174463551,472.53443337987005
WCGAN-GP,eduroam,0.001,5.0,,10.0,0.001591784556316883,850.9749977954721
WCGAN-GP,wpen-uji,0.001,5.0,,10.0,0.04146274954744811,581.9054227837453
WCGAN-GP,lt1iot,0.001,5.0,,10.0,0.03444976442237839,592.0309350768973
WCGAN-GP,cuatroochenta,0.001,5.0,,10.0,0.015023611621225536,535.8120470705114
WCGAN-GP,UJI,0.001,5.0,,10.0,0.0018753954187017844,748.2154182295225
WCGAN-GP,GEOTECWIFI03,0.001,5.0,,15.0,0.0040509114967911646,543.0038505699719
WCGAN-GP,480Invitados,0.001,5.0,,15.0,0.014033448685306229,419.0577705344121
WCGAN-GP,eduroam,0.001,5.0,,15.0,0.0009046570843634274,554.1202002211231
WCGAN-GP,wpen-uji,0.001,5.0,,15.0,0.03793157200535263,442.3219747573229
WCGAN-GP,lt1iot,0.001,5.0,,15.0,0.03543592855918063,429.8139407821273
WCGAN-GP,cuatroochenta,0.001,5.0,,15.0,0.016039331224130912,416.4521132845425
WCGAN-GP,UJI,0.001,5.0,,15.0,0.0013074522490264945,386.27786852928455
WCGAN-GP,GEOTECWIFI03,0.005,1.0,,5.0,2.570448676280419,939.6322885046455
WCGAN-GP,480Invitados,0.005,1.0,,5.0,15.468639543184223,1003.1215404992206
WCGAN-GP,eduroam,0.005,1.0,,5.0,2.4127221874930194,931.5391561988722
WCGAN-GP,wpen-uji,0.005,1.0,,5.0,16.84439616192228,1099.1965654456678
WCGAN-GP,lt1iot,0.005,1.0,,5.0,,1113.1887090198234
WCGAN-GP,cuatroochenta,0.005,1.0,,5.0,16.334532402490286,1075.4012179294327
WCGAN-GP,UJI,0.005,1.0,,5.0,14.92108924234197,902.4776794593417
WCGAN-GP,GEOTECWIFI03,0.005,1.0,,10.0,,1191.0560022616758
WCGAN-GP,480Invitados,0.005,1.0,,10.0,,825.1512009017267
WCGAN-GP,eduroam,0.005,1.0,,10.0,,719.689611745687
WCGAN-GP,wpen-uji,0.005,1.0,,10.0,,907.4448794095192
WCGAN-GP,lt1iot,0.005,1.0,,10.0,,911.3801434593789
WCGAN-GP,cuatroochenta,0.005,1.0,,10.0,,895.4400149757894
WCGAN-GP,UJI,0.005,1.0,,10.0,,748.6822399981306
WCGAN-GP,GEOTECWIFI03,0.005,1.0,,15.0,0.0021432596194118445,428.4178839194225
WCGAN-GP,480Invitados,0.005,1.0,,15.0,0.08510115611653182,362.251603851867
WCGAN-GP,eduroam,0.005,1.0,,15.0,0.0005580067261144726,408.7964076211881
WCGAN-GP,wpen-uji,0.005,1.0,,15.0,0.11057193755223191,463.02429750801895
WCGAN-GP,lt1iot,0.005,1.0,,15.0,0.06791892658896509,461.4908379841394
WCGAN-GP,cuatroochenta,0.005,1.0,,15.0,0.09556071522542925,411.70357344361173
WCGAN-GP,UJI,0.005,1.0,,15.0,0.0006018169867032415,332.830773248332
WCGAN-GP,GEOTECWIFI03,0.005,2.0,,5.0,0.004503480278265512,634.8681975634751
WCGAN-GP,480Invitados,0.005,2.0,,5.0,0.019075657624214863,444.63507493923805
WCGAN-GP,eduroam,0.005,2.0,,5.0,0.0005310246466637464,357.1382998055748
WCGAN-GP,wpen-uji,0.005,2.0,,5.0,0.08271859126694295,461.9902709836824
WCGAN-GP,lt1iot,0.005,2.0,,5.0,0.0538239421530648,492.9598251121729
WCGAN-GP,cuatroochenta,0.005,2.0,,5.0,0.03100074882063766,459.1617024836063
WCGAN-GP,UJI,0.005,2.0,,5.0,0.0009342006118269793,460.81423216046323
WCGAN-GP,GEOTECWIFI03,0.005,2.0,,10.0,0.005717181828631271,995.9229893516278
WCGAN-GP,480Invitados,0.005,2.0,,10.0,0.05964431555175861,551.3669598203445
WCGAN-GP,eduroam,0.005,2.0,,10.0,0.0009536852361317454,543.6144218929716
WCGAN-GP,wpen-uji,0.005,2.0,,10.0,0.22872609351890813,626.1935561882747
WCGAN-GP,lt1iot,0.005,2.0,,10.0,0.16044878227728013,774.0830465761571
WCGAN-GP,cuatroochenta,0.005,2.0,,10.0,0.03291397433026967,574.2688959788418
WCGAN-GP,UJI,0.005,2.0,,10.0,0.0028266638597507603,837.14242147482
WCGAN-GP,GEOTECWIFI03,0.005,2.0,,15.0,0.0024963057118056083,922.5810916010981
WCGAN-GP,480Invitados,0.005,2.0,,15.0,0.029314322941412667,590.8329557562804
WCGAN-GP,eduroam,0.005,2.0,,15.0,0.000971554625362232,585.6555422173376
WCGAN-GP,wpen-uji,0.005,2.0,,15.0,0.04665227623796014,700.3236756801277
WCGAN-GP,lt1iot,0.005,2.0,,15.0,0.04729669603607048,752.8929033951878
WCGAN-GP,cuatroochenta,0.005,2.0,,15.0,0.029407621312323953,636.6938805597765
WCGAN-GP,UJI,0.005,2.0,,15.0,0.0007057767898757624,832.8278401901542
WCGAN-GP,GEOTECWIFI03,0.005,3.0,,5.0,0.0028605627667557306,950.9717337881523
WCGAN-GP,480Invitados,0.005,3.0,,5.0,0.010563068901709004,913.3967239528426
WCGAN-GP,eduroam,0.005,3.0,,5.0,0.0016922056182041584,842.2384216607755
WCGAN-GP,wpen-uji,0.005,3.0,,5.0,0.03021639549052052,836.5278560976474
WCGAN-GP,lt1iot,0.005,3.0,,5.0,0.029520993264108675,942.4622003305454
WCGAN-GP,cuatroochenta,0.005,3.0,,5.0,0.014162497029263038,969.2210093470553
WCGAN-GP,UJI,0.005,3.0,,5.0,0.001144743295047671,957.216671092882
WCGAN-GP,GEOTECWIFI03,0.005,3.0,,10.0,0.0031437613955588844,1114.7817032732285
WCGAN-GP,480Invitados,0.005,3.0,,10.0,0.016075126600193453,1013.8347414582161
WCGAN-GP,eduroam,0.005,3.0,,10.0,0.0012127572775361725,789.6361329955097
WCGAN-GP,wpen-uji,0.005,3.0,,10.0,0.06502928654952664,997.9796520083123
WCGAN-GP,lt1iot,0.005,3.0,,10.0,0.05208758936527231,894.2381717632087
WCGAN-GP,cuatroochenta,0.005,3.0,,10.0,0.018879409239764083,1132.884408338255
WCGAN-GP,UJI,0.005,3.0,,10.0,0.0008837657413181873,850.5638179404781
WCGAN-GP,GEOTECWIFI03,0.005,3.0,,15.0,0.002773163414700545,859.6975389565938
WCGAN-GP,480Invitados,0.005,3.0,,15.0,0.01961941303827463,554.9428854770739
WCGAN-GP,eduroam,0.005,3.0,,15.0,0.0006056258388472519,809.8189882058768
WCGAN-GP,wpen-uji,0.005,3.0,,15.0,0.06814010302599262,580.1618569387426
WCGAN-GP,lt1iot,0.005,3.0,,15.0,0.04180364198068111,589.9220039590781
WCGAN-GP,cuatroochenta,0.005,3.0,,15.0,0.019763452698884812,611.3794429043621
WCGAN-GP,UJI,0.005,3.0,,15.0,0.0007432422434896502,823.6252219811188
WCGAN-GP,GEOTECWIFI03,0.005,4.0,,5.0,,1329.8956947451404
WCGAN-GP,480Invitados,0.005,4.0,,5.0,,1011.0521264193738
WCGAN-GP,eduroam,0.005,4.0,,5.0,,875.215711910018
WCGAN-GP,wpen-uji,0.005,4.0,,5.0,,1099.7371167423844
WCGAN-GP,lt1iot,0.005,4.0,,5.0,,1113.1887090198234
WCGAN-GP,cuatroochenta,0.005,4.0,,5.0,,1076.6773547979087
WCGAN-GP,UJI,0.005,4.0,,5.0,,923.1960116244859
WCGAN-GP,GEOTECWIFI03,0.005,4.0,,10.0,0.0035346088927997307,786.1260321498875
WCGAN-GP,480Invitados,0.005,4.0,,10.0,0.010635834265399664,410.8013107649016
WCGAN-GP,eduroam,0.005,4.0,,10.0,0.00027308271827413723,567.0570568326239
WCGAN-GP,wpen-uji,0.005,4.0,,10.0,0.01918363453011928,462.7463185046287
WCGAN-GP,lt1iot,0.005,4.0,,10.0,0.028752430341209452,509.0752616276949
WCGAN-GP,cuatroochenta,0.005,4.0,,10.0,0.014478571165532174,492.43219525648647
WCGAN-GP,UJI,0.005,4.0,,10.0,0.0003556844131188423,442.7752524060205
WCGAN-GP,GEOTECWIFI03,0.005,4.0,,15.0,,1191.0560022616758
WCGAN-GP,480Invitados,0.005,4.0,,15.0,,825.1512009017267
WCGAN-GP,eduroam,0.005,4.0,,15.0,,719.689611745687
WCGAN-GP,wpen-uji,0.005,4.0,,15.0,,907.4448794095192
WCGAN-GP,lt1iot,0.005,4.0,,15.0,,911.3801434593789
WCGAN-GP,cuatroochenta,0.005,4.0,,15.0,,895.4400149757894
WCGAN-GP,UJI,0.005,4.0,,15.0,,748.6822399981306
WCGAN-GP,GEOTECWIFI03,0.005,5.0,,5.0,0.002185037251566352,1048.662947854487
WCGAN-GP,480Invitados,0.005,5.0,,5.0,0.025225140175927346,783.0176127413717
WCGAN-GP,eduroam,0.005,5.0,,5.0,0.0008154848730960278,604.2521456392292
WCGAN-GP,wpen-uji,0.005,5.0,,5.0,0.03097504429519806,767.0132389116952
WCGAN-GP,lt1iot,0.005,5.0,,5.0,0.04179795037715098,896.0101789225038
WCGAN-GP,cuatroochenta,0.005,5.0,,5.0,0.020123883855588776,858.162373849177
WCGAN-GP,UJI,0.005,5.0,,5.0,0.0005397145363611995,740.9504718780734
WCGAN-GP,GEOTECWIFI03,0.005,5.0,,10.0,0.002668161922795189,1001.1963861852618
WCGAN-GP,480Invitados,0.005,5.0,,10.0,0.02564705821712416,767.1091768704048
WCGAN-GP,eduroam,0.005,5.0,,10.0,0.0011077232017697013,1015.5652199152162
WCGAN-GP,wpen-uji,0.005,5.0,,10.0,0.055540905930679035,714.8546349654916
WCGAN-GP,lt1iot,0.005,5.0,,10.0,0.09555491730644336,969.095414584319
WCGAN-GP,cuatroochenta,0.005,5.0,,10.0,0.026355755634627366,766.3435527625452
WCGAN-GP,UJI,0.005,5.0,,10.0,0.002233811792657662,994.2928554142495
WCGAN-GP,GEOTECWIFI03,0.005,5.0,,15.0,,1329.8956947451404
WCGAN-GP,480Invitados,0.005,5.0,,15.0,,1011.0521264193738
WCGAN-GP,eduroam,0.005,5.0,,15.0,,875.215711910018
WCGAN-GP,wpen-uji,0.005,5.0,,15.0,,1099.7371167423844
WCGAN-GP,lt1iot,0.005,5.0,,15.0,,1113.1887090198234
WCGAN-GP,cuatroochenta,0.005,5.0,,15.0,,1076.6773547979087
WCGAN-GP,UJI,0.005,5.0,,15.0,,923.1960116244859
